Level,Action,Vendor Tracking #,Rebate Name,Rebate Number,Rebate Type,Header - Branch,Header - Performance,Header - Currency,Header - Vendor Name,Header - Billing Vendor Name,Header-Customer,Header - Manufacturer Number,Header - Start Date,Header - End Date,Header - Program Name,Header - Order Start Date,Header - Order End Date,Header - Broker Name,Header - Category Manager,Header - Comments,Product - Type,Product - Number,Product - Description,Product - Percent,Product - Per CS,Product - Per Pound,Product - Per Lbs,Product - Net Cost,Product - Invoice Price,Lumpsum - Fee Type,Lumpsum - Amount,Lumpsum - Branch,Lumpsum - Lumpsum Date,Lumpsum - Lumpsum Start Date,Lumpsum - Lumpsum End Date,Lumpsum - Pay Date,Lumpsum - Cancel,Lumpsum - Lumpsum Item Number,Lumpsum - Lumpsum Item Description,Lumpsum - Quantity,Lumpsum - Lumpsum Billing Frequency,Lumpsum - Warehouse Split,Lumpsum - Recurring Flag,Calendar name,Billing Frequency,Auto Schedule Payments,Lumpsum Payment Method,AR Vendor Name,Finance Contact,Qualifier - Type,Qualifier - Value,Qualifier - Exclude,Deal Date - Type,Deal - Start Date,Deal - End Date,Allowance - Item Allowance
,,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) Existing Business,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502360,00502360,,,1/28/2026,2/28/2026,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,95,009,2/16/2026,,,2/16/2026,,4811991,"COFFEE, WB CROSSROADS 5LB (4811991)",19,,,,Calendar Year,Daily,Y,AR Invoice,77879,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) Existing Business,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502360,00502360,,,1/28/2026,2/28/2026,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,65,009,2/16/2026,,,2/16/2026,,4811881,"COFFEE, WB ORGANIC FRENCH RST 5LB (4811881)",13,,,,Calendar Year,Daily,Y,AR Invoice,77879,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) Existing Business,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502360,00502360,,,1/28/2026,2/28/2026,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,85,009,2/16/2026,,,2/16/2026,,4811871,"COFFEE, WB REMINISCING 5LB (4811871)",17,,,,Calendar Year,Daily,Y,AR Invoice,77879,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) Existing Business,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502360,00502360,,,1/28/2026,2/28/2026,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,85,009,2/16/2026,,,2/16/2026,,4812021,"COFFEE, WB SONGBIRD 5LB (4812021)",17,,,,Calendar Year,Daily,Y,AR Invoice,77879,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) New Business,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502360,00502360,,,1/28/2026,2/28/2026,Shamrock Beverage Manufacturing Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,10,009,2/16/2026,,,2/16/2026,,4812021,"COFFEE, WB SONGBIRD 5LB (4812021)",1,,,,Calendar Year,Daily,Y,AR Invoice,77879,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,3,009,2/16/2026,,,2/16/2026,,2886051,"DESSERT BAR, ASSORT CARAMEL DECADENCE (2886051)",2,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,21,009,2/16/2026,,,2/16/2026,,2886051,"DESSERT BAR, ASSORT CARAMEL DECADENCE (2886051)",7,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,7.5,009,2/16/2026,,,2/16/2026,,2886011,"DESSERT BAR, LOVIN LEMON UNSLI FZN (2886011)",5,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110735,00110735,,,1/28/2026,2/28/2026,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,9.5,009,2/16/2026,,,2/16/2026,,4499411,"FUEL, CHAFER CAN GEL METHANOL 2HR 6.84Z (4499411)",19,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@sternoproducts.com,,,,,,,
,,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110735,00110735,,,1/28/2026,2/28/2026,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,3,009,2/16/2026,,,2/16/2026,,4499411,"FUEL, CHAFER CAN GEL METHANOL 2HR 6.84Z (4499411)",3,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@sternoproducts.com,,,,,,,
,,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110735,00110735,,,1/28/2026,2/28/2026,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,1.5,009,2/16/2026,,,2/16/2026,,2829471,"FUEL, CHAFER CAN LIQ W-WICK DIETHYLENE G (2829471)",3,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@sternoproducts.com,,,,,,,
,,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110735,00110735,,,1/28/2026,2/28/2026,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,14,009,2/16/2026,,,2/16/2026,,2829471,"FUEL, CHAFER CAN LIQ W-WICK DIETHYLENE G (2829471)",7,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@sternoproducts.com,,,,,,,
,,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110735,00110735,,,1/28/2026,2/28/2026,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,19,009,2/16/2026,,,2/16/2026,,4499401,"FUEL, CHAFER CANISTER LIQ W-WICK DIETHYL (4499401)",38,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@sternoproducts.com,,,,,,,
,,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110735,00110735,,,1/28/2026,2/28/2026,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,8,009,2/16/2026,,,2/16/2026,,4499401,"FUEL, CHAFER CANISTER LIQ W-WICK DIETHYL (4499401)",4,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@sternoproducts.com,,,,,,,
,,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110735,00110735,,,1/28/2026,2/28/2026,Sterno Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,6,009,2/16/2026,,,2/16/2026,,4538721,"FUEL, CHAFING DISH TWIST CAP WICK 4HOUR (4538721)",12,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@sternoproducts.com,,,,,,,
,,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110735,00110735,,,1/28/2026,2/28/2026,Sterno Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,2,009,2/16/2026,,,2/16/2026,,4538721,"FUEL, CHAFING DISH TWIST CAP WICK 4HOUR (4538721)",1,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@sternoproducts.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00193706,00193706,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,15,009,2/16/2026,,,2/16/2026,,4673241,"KALE, GRN TRIPLE CLEANED (4673241)",30,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) New Business,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00193706,00193706,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,7,009,2/16/2026,,,2/16/2026,,4673241,"KALE, GRN TRIPLE CLEANED (4673241)",7,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,1,009,2/16/2026,,,2/16/2026,,3512911,"LID, 12"" PET DOME PLATTER PLEASERS CLR (3512911)",2,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,1.5,009,2/16/2026,,,2/16/2026,,3512911,"LID, 12"" PET DOME PLATTER PLEASERS CLR (3512911)",1,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,0.5,009,2/16/2026,,,2/16/2026,,3512921,"LID, 16"" PET DOME CLEAR PLATTER PLEASERS (3512921)",1,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,3,009,2/16/2026,,,2/16/2026,,3512921,"LID, 16"" PET DOME CLEAR PLATTER PLEASERS (3512921)",2,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,3.75,009,2/16/2026,,,2/16/2026,,2729871,"LID, PAN FOIL STEAM HALF SIZE (2729871)",15,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,6.75,009,2/16/2026,,,2/16/2026,,2729871,"LID, PAN FOIL STEAM HALF SIZE (2729871)",9,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,3.5,009,2/16/2026,,,2/16/2026,,2729861,"LID, STEAM PAN FOIL FULL SIZE (2729861)",14,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,0.75,009,2/16/2026,,,2/16/2026,,2729861,"LID, STEAM PAN FOIL FULL SIZE (2729861)",1,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,0.5,009,2/16/2026,,,2/16/2026,,2944251,"NAPKIN, 15X17 RED 2PLY (2944251)",1,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,1,009,2/16/2026,,,2/16/2026,,2944251,"NAPKIN, 15X17 RED 2PLY (2944251)",1,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,5,009,2/16/2026,,,2/16/2026,,2944231,"NAPKIN, 15X17"" 2PLY 1/8 FOLD BLK (2944231)",10,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,2,009,2/16/2026,,,2/16/2026,,2944091,"NAPKIN, BEV 10X10 2PLY RED (2944091)",4,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,36,009,2/16/2026,,,2/16/2026,,2944191,"NAPKIN, BEV10X10 BLK 2PLY (2944191)",72,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00112205,00112205,,,1/28/2026,2/28/2026,Paterson Pacific Parchment Co. Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,17,009,2/16/2026,,,2/16/2026,,2944191,"NAPKIN, BEV10X10 BLK 2PLY (2944191)",17,,,,Calendar Year,Daily,Y,AP Debit Memo,,claimdata@hoffmaster.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,0.6,009,2/16/2026,,,2/16/2026,,0030170,"OIL, FRY HIGH OLEIC CANOLA BLND (0030170)",6,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,3,009,2/16/2026,,,2/16/2026,,0030170,"OIL, FRY HIGH OLEIC CANOLA BLND (0030170)",6,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,13.3,009,2/16/2026,,,2/16/2026,,4293841,"OIL, LIQ BTR ALT SEASONED ZTF (4293841)",133,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,2.5,009,2/16/2026,,,2/16/2026,,4293841,"OIL, LIQ BTR ALT SEASONED ZTF (4293841)",5,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,3.5,009,2/16/2026,,,2/16/2026,,4293851,"OIL, LIQ BTR ALT UNSLTD ZTF (4293851)",35,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,0.5,009,2/16/2026,,,2/16/2026,,4293851,"OIL, LIQ BTR ALT UNSLTD ZTF (4293851)",1,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,3.1,009,2/16/2026,,,2/16/2026,,4615671,"OIL, OLV XVRGN BIB IMP (4615671)",31,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,1,009,2/16/2026,,,2/16/2026,,4615671,"OIL, OLV XVRGN BIB IMP (4615671)",2,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00501359,00501359,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,14,009,2/16/2026,,,2/16/2026,,1924061,"ONION, YLW DICED 1/4"" (1924061)",140,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) New Business,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00501359,00501359,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,2.5,009,2/16/2026,,,2/16/2026,,1924061,"ONION, YLW DICED 1/4"" (1924061)",5,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,7.25,009,2/16/2026,,,2/16/2026,,2729751,"PAN, FOIL FULL SIZE 20.81X13X3.5 (2729751)",29,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,10,009,2/16/2026,,,2/16/2026,,2729751,"PAN, FOIL FULL SIZE 20.81X13X3.5 (2729751)",8,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
,,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00100492,00100492,,,1/28/2026,2/28/2026,DURABLE PACKAGING Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,5.75,009,2/16/2026,,,2/16/2026,,2729741,"PAN, STEAM TABLE ALUM FOIL HALF SIZE REC (2729741)",23,,,,Calendar Year,Daily,Y,AP Debit Memo,,cynthia@durablepackaging.com,,,,,,,
